,id,Division,Jira_ticket,State,Name,Notes,Merge,Legacy_URL,New_URL,Page_title
242,243,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/02-07.php,,02-07: Adjusters in Area Designated as a Disaster Site
243,244,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/03-01.php,,03-01: Terrorism Exclusions in Response to the Terrorism Risk Insurance Act of 2002
244,245,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/03-02.php,,03-02: Federal Trade Act of 2002 Health Coverage Tax Credit
245,246,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/03-03.php,,03-03: Administrative Surcharge on Worker's Compensation Deductible Plans
246,247,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/04-01.php,,04-01: The New Deductible Surcharge as Applied to Individual Policies
247,248,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/04-02.php,,04-02: SB 1122/Professional Bail Bondsman and Surety Recovery Agent Licensure Act
248,249,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/04-03.php,,04-03: Legislation Enacted in the 2004 Legislative Session
249,250,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/05-04.php,,05-04 – No-Action Request for Agents of Prepaid Legal Services
250,251,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/05-05.php,,05-05: No-Action Request Addressing Hold-Open Commitments
251,252,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/05-06.php,,05-06: Changes to Workers' Compensation Law Go Into Effect
252,253,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/05-07.php,,05-07 – Earthquake/Flood Insurance
253,254,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/06-01.php,,06-01: Motor Vehicle Title Procedure
254,255,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/06-03.php,,06-03: Bail Bond Fictitious Names
255,256,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/06-04.php,,06-04: General Bail Bond Agent Corporations
256,257,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/06-05.php,,06-05 - Licensure Requirements for Title Insurance Employees
257,258,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/06-06.php,,Bulletin 06-06: Flood Insurance Training Requirements
258,259,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Client Review,DCI,,,https://insurance.mo.gov/laws/bulletin/07-01.php,https://insurance-new.mo.gov/07-01-certain-filed-forms-exempt-prior-approval,07-01: Certain Filed Forms Exempt from Prior Approval by the Life & Health Section
259,260,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/07-02.php,,07-02: Association Health Plans with Large and Small Employers
260,261,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/07-03.php,,07-03: Motor Vehicle Salvage Title Procedure
261,262,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/07-04.php,,07-04: Title Insurance Price Disclosure
262,263,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/07-05.php,,07-05: HB 818 (2007) 35% index rate variance change clarification
263,264,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/07-06.php,,07-06: HB 818 (2007) dependent age revisions
264,265,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/07-07.php,,"07-07: ""Small Employer Health Insurance Availability Act"""
265,266,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/07-08.php,,07-08: HB 818 (2007) Implementation Delays
266,267,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/07-09.php,,07-09: Health Insurance Portability and Accountability Act of 1996 (HIPAA)
267,268,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/07-10.php,,"07-10: Newborn Mandate under Section 376.406, RSMo"
268,269,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/08-01.php,,08-01: Certified Funds Requirement for Real Estate Closings
269,270,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/08-05.php,,08-05: Withdrawal of Certain Obsolete or Inoperative Bulletins
270,271,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/08-06.php,,08-06: Title Plant Requirements
271,272,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/08-07.php,,08-07: Health Insurance Portability and Accountability Act of 1996 (HIPAA) Enforcement in Missouri
272,273,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/93-01.php,,93-01: Premium Credits for Employers Using Certified Managed Care Programs
273,274,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/93-02.php,,93-02: Small Employer Health Insurance Availability Act
274,275,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/93-03.php,,93-03: Deductible Plans for Workers' Compensation Policies
275,276,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/93-04.php,,93-04: Court Decisions Affecting Auto Insurers
276,277,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/93-05.php,,93-05: 379.201 RSMo.
277,278,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/93-06.php,,93-06: Title Plant Registration
278,279,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/93-07.php,,93-07: Deductible Plans for Workers' Compensation Policies
279,280,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/93-08.php,,93-08: Missouri Small Employer Health Insurance Availability Act
280,281,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/93-09.php,,93-09: Title Insurance Rates
281,282,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/93-10.php,,93-10: Cancellation of Flood Victims Insurance
282,283,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/93-11.php,,93-11: Loss Cost Data
283,284,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/93-12.php,,93-12: Safety Credits and MCO Credits
284,285,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/93-13.php,,93-13: Administrators of Vehicle Service Contracts
285,286,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/93-14.php,,93-14: Workers' Compensation Rate Filings-- Electronic Readable Format
286,287,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/94-01.php,,94-01: The Issuance of an Insured Closing Letter
287,288,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/94-03.php,,94-03: The Use of A.M.Best and Company's Ratings by Lenders
288,289,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/94-04.php,,94-04: Asking Insurance Applicants About Prior Cancellations or Nonrenewals
289,290,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/94-05.php,,94-05: Basic and Standard Health Benefit Plans
290,291,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/94-06.php,,94-06: Company Appointments/Cancellations
291,292,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/94-07.php,,94-07: Fines on Delinquent Filings
292,293,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/95-01.php,,95-01: New Mandated Benefit and Required Offer of Coverage
293,294,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/95-03.php,,95-03: Assignment to the State of Missouri
294,295,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/96-01.php,,96-01: Title Insurance Changes
295,296,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/96-02.php,,96-02: Treatment of limited liability (LLCs) for premium collection and audit purposes
296,297,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/96-03.php,,96-03: Types of Compensation and Reimbursement Arrangements
297,298,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/96-04.php,,96-04: Actuarial Certification
298,299,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/96-05.php,,96-05: Modifications to Service Area and/or Provider Network
299,300,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/96-06.php,,96-06: Mandated Immunization Coverage for Children
300,301,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/96-07.php,,96-07: Implementation of SB 664 Provisions Relating to Continuing Education Credit
301,302,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/96-08.php,,96-08: Association Groups
302,303,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/96-09.php,,96-09: Actuarial Certification
303,304,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/97-01.php,,97-01: Actuarial Certification
304,305,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/97-02.php,,97-02: Electronic Filing of Company Appointments/Terminations 
305,306,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/97-02a.php,,Update on Agent Appointment and Termination Program
306,307,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/97-03.php,,97-03: Missouri Workers' Compensation Schedule Rating Plan Guidelines
307,308,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/97-04.php,,97-04: The Health Insurance Portability and Accountability Act of 1996 (HIPAA)
308,309,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/97-05.php,,97-05: Implementation Dates for HB 335
309,310,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/97-06.php,,97-06: Canadian PAU Filings 
310,311,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/97-07.php,,97-07: Association Groups
311,312,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/97-08.php,,97-08: Licensing of Health Maintenance Organization Enrollment Representatives
312,313,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/97-09.php,,97-09: Insurance Identification Cards
313,314,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/98-02.php,,98-02: Policy Statement Regarding Enforcement of Open Referral Plans
314,315,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/98-03.php,,98-03: Calculation of Workers' Compensation Premium Tax and Second Injury Fund Surcharge
315,316,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/98-04.php,,98-04: Defense Within Limits Provisions of Liability Insurance Policies
316,317,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/98-05.php,,98-05: Named Driver Exclusions | Missouri Department of Commerce & Insurance
317,318,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/98-06.php,,98-06: Standardized Credentialing Form Supplement
318,319,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/98-07.php,,98-07: Carriers Issuing Health Insurance to Small Employers
319,320,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/99-01.php,,99-01: Year 2000 (Y2K) Coverage and Endorsement
320,321,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/99-01a.php,,99-01: Modifications to Bulletin - Y2K Coverage and Endorsements
321,322,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/99-01b.php,,99-01: Modifications to Bulletin
322,323,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/99-02.php,,99-02: Recent Legislation Regarding Missouri Commercial Casualty Insurance Laws
323,324,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/99-03.php,,99-03: Compliance With Changes To Medicare Supplement Rules
324,325,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/99-04.php,,99-04: Summary Of 1999 Missouri Legislation Impacting Health Plan Benefits
325,326,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/99-05.php,,99-05: Summary Of 1999 Missouri Legislation Impacting Health Plan Benefits
326,327,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/99-06.php,,99-06: Y2K Compliance Issues
327,328,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,In Progress,DCI,Manual migration,,https://insurance.mo.gov/laws/bulletin/archived-bulletins.php,,Archive of Inoperative and Obsolete Bulletins
328,329,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Done,,Duplicate,,https://insurance.mo.gov/laws/bulletin/index.php,,Insurance Bulletins
329,330,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/wcsif.php,,WCs' Administrative Tax and Second Injury Fund Surcharge
330,331,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/wcsif00.php,,WCs' Administrative Tax and Second Injury Fund Surcharge
331,332,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/wcsif01.php,,WCs' Administrative Tax & Second Injury Fund Surcharge
332,333,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/wcsif04.php,,2004 Workers Compensation Administrative Tax & Injury Fund
333,334,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/wcsif05.php,,2005 Workers Compensation Administrative Tax & Injury Fund
334,335,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/wcsif06.php,,2006 Workers Compensation Administrative Tax & Injury Fund
335,336,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/wcsif99.php,,WC Administrative Tax and Second Injury Fund Surcharge
336,337,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-286,Backlog,DCI,,,https://insurance.mo.gov/laws/bulletin/wctax.php,,Workers' Compensation Rate Filings - 1/1/2000 Administrative Tax
337,338,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-303,Not migrating,,Duplicate,,http://insurance.mo.gov/consumers/auto/auto.php,https://insurance-new.mo.gov/topic/21,Automobile Insurance
338,339,Insurance,,Not migrating,,Duplicate,,http://insurance.mo.gov/consumers/renters.php,,Renters Insurance Information
339,340,Insurance,,Content Review,Jim,Section added w/ form,,https://insurance.mo.gov/consumers/complaints/,https://insurance-new.mo.gov/topic/16/insurance-complaints,Insurance Complaints
340,341,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-402,Client Review,DCI,,,https://insurance.mo.gov/consumers/cropinsurance.php,https://insurance-new.mo.gov/special-interest-topics/crop-insurance,Crop Insurance
341,342,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-387,Content Review,Jim,,,https://insurance.mo.gov/consumers/home/index.php,https://insurance-new.mo.gov/topic/71,Homeowners Insurance
342,343,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-422,Content Review,Jim,,,https://insurance.mo.gov/consumers/life-annuities/,https://insurance-new.mo.gov/topic/306,Life Insurance
343,344,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-402,Client Review,DCI,,,https://insurance.mo.gov/consumers/smallbusiness/,https://insurance-new.mo.gov/small-business-insurance,Small Business Insurance Topics
344,345,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-408,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/consumers/teens/,,Insurance for Teens
345,346,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-402,Client Review,DCI,,,https://insurance.mo.gov/consumers/VehicleService/,https://insurance-new.mo.gov/special-interest-topics/motor-vehicle-extended-service-contracts,Motor Vehicle Extended Service Contracts
346,347,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-382,Client Review,DCI,,,https://insurance.mo.gov/consumers/wc/,https://insurance-new.mo.gov/workers-compensation,Workers' Compensation
347,348,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-392,Content Review,Jim,,,https://insurance.mo.gov/consumers/weather/,https://insurance-new.mo.gov/topic/71/severe-weather,3 Phases to Help You Weather the Storm
348,349,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-392,Content Review,Jim,,,https://insurance.mo.gov/earthquake/,https://insurance-new.mo.gov/earthquake-insurance,Earthquake Insurance
349,350,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-408,In Progress,DaVaris,,,https://insurance.mo.gov/seniors,https://insurance-new.mo.gov/topic/321,Information for Seniors and their Caregivers
350,351,Insurance,,Client Review,DCI,Planned integration/auto migration,,https://insurance.mo.gov/seniors/medigap-rate-shopper.php,https://insurance-new.mo.gov/medigap-rate-shopper-tool,Medigap Rate Shopper Tool
351,352,Insurance,,Backlog,DCI,Each news item is manually migrated using the news content type,,https://insurance.mo.gov/news/archive ,https://insurance-new.mo.gov/insurance-news,Insurance News
352,353,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-387,Content Review,Jim,Manual migration; convert to standard page sections; needs further discussion,,https://insurance.mo.gov/roofing/,https://insurance-new.mo.gov/topic/281,Raise The Roof
353,354,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-303,Content Review,Jim,Manual migration; convert to standard page sections; needs further discussion,,https://insurance.mo.gov/auto/,https://insurance-new.mo.gov/topic/276,Top 5 Insurance Company
354,355,Insurance,,Content Review,,Consumer Complaint Index info & search,,https://insurance.mo.gov/CompanyAgentSearch/AgentSearch/compindx.php,https://insurance-new.mo.gov/compindx,Company Appendix Search
355,356,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,Client Review,DCI,Planned integration/auto migration; this seems to be part of the Insurance Company Integration. see also https://insurance.mo.gov/CompanyAgentSearch/search/search-companies.php,,https://insurance.mo.gov/CompanyAgentSearch/search/SearchCompanyData.php,https://insurance-new.mo.gov/find-insurance-company,Find an Insurance Company 
356,357,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-304,Client Review,DCI,Planned integration/auto migration,,https://insurance.mo.gov/reports/mktshr/,https://insurance-new.mo.gov/market-share-report,Market Share Report
357,358,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-321,Content Review,DCI,,,https://insurance.mo.gov/about/index.php,https://insurance-new.mo.gov/topic/31,About Us
358,359,Insurance,,In Progress,Jim,From DCI: DCI is going to revisit this page with Company Reg folks to see if they can clarify who it's for and how to better explain it. ,,https://insurance.mo.gov/companies/,https://insurance-new.mo.gov/topic/261,Companies Main Page
359,360,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-391,Content Review,Jim,Waiting for styling changes,,https://insurance.mo.gov/consumers/,https://insurance-new.mo.gov/topic/246,Topics for Consumers
360,361,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-441,In Progress,Jim,,,https://insurance.mo.gov/industry/producer/index.php,,Agent/Producer Main Page
361,362,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-352,Client Review,DCI,,,https://insurance.mo.gov/laws/index.php,https://insurance-new.mo.gov/laws-rules-guidance,"Laws, Rules and Regulatory Guidance"
362,363,Insurance,,Backlog,DCI,Each news item is manually migrated using the news content type,,https://insurance.mo.gov/news,https://insurance-new.mo.gov/insurance-news,Insurance News
363,364,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-391,Client Review,Jim,From DCI: Use accordion to contain ALL the content in these subpages.,,https://insurance.mo.gov/otherlicensees/,https://insurance-new.mo.gov/other-licensees,Other Licensees
364,365,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-391,Client Review,Jim,From DCI: Needs a brief statement that clarifies the options on this page to help users make the right selections.,,https://insurance.mo.gov/producers/ ,https://insurance-new.mo.gov/producers,Producer Home
365,366,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-304,Backlog,,Data included in Market Share Report integration? see Supp. Data Reports tab in Automated Migraton Exploration; From DCI: Will work with Stats to reformat this page.,,https://insurance.mo.gov/reports/suppdata/,https://insurance-new.mo.gov/supplemental-data-reports,Supplemental Data Reports
366,367,Insurance,,Not migrating,,DELETED / NOT MIGRATING,,http://insurance.mo.gov/moeyesontheroad/,,Forbidden
367,368,Insurance,,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/mo2go/,,Forbidden
368,369,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-431,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/news/genam/,,404 Page Not Found
369,370,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-431,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/news/genam/genamer.php,,404 Page Not Found
370,371,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-431,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/news/genam/genamer2.php,,404 Page Not Found
371,372,Insurance,,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/moeyesontheroad/,,Forbidden
372,373,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-382,Client Review,DCI,Planned integration/auto migration,,https://insurance.mo.gov/consumers/wc/wc.php,https://insurance-new.mo.gov/workers-compensation-rate-guide,Workers' Compensation Rate Guide
373,374,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-382,Not migrating,,DELETED / NOT MIGRATING; Being combined with https://insurance.mo.gov/consumers/wc/wc.php,,https://insurance.mo.gov/consumers/wc/wcrates.php,,Workers' Compensation Rate Guide
374,375,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-408,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/consumers/publications.php ,,Publications
375,376,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-408,Not migrating,,DELETED / NOT MIGRATING,,https://insurance.mo.gov/consumers/teens/fraudquizQ.php,,Insurance Fraud Questions
376,377,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-442,Client Review,DCI,Planned webform,,https://insurance.mo.gov/license-fee-waiver-li.php,https://insurance-new.mo.gov/license-fee-waiver-low-income-individuals,License Fee Waiver for Low Income Individuals
377,378,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-442,Client Review,DCI,Planned webform,,https://insurance.mo.gov/license-fee-waiver.php,https://insurance-new.mo.gov/license-fee-waiver-veterans-and-spouses,License Fee Waiver for Veterans
378,379,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-396,Backlog,,Listed in tech doc; no existing story,,https://insurance.mo.gov/pbm/pbm-form.php,,Pharmacy Benefits Manger (PBM) License
379,380,Insurance,https://portland-webworks.atlassian.net/browse/MDCI-382,Client Review,DCI,Planned integration/auto migration,,https://insurance.mo.gov/consumers/wc/wcsirates.php,https://insurance-new.mo.gov/workers-compensation-self-insurance-tax-rates,Workers' Compensation Self-Insurance Tax Rates 
380,381,Insurance,,Not migrating,,ACCESS DENIED,,https://insurance.mo.gov/docusignforms/,,Access Denied
381,382,Insurance,,Client Review,DCI,Planned integration/auto migration; see also https://insurance.mo.gov/CompanyAgentSearch/AgentSearch/compindx.php,,https://insurance.mo.gov/consumers/complaints/compindx.php,https://insurance-new.mo.gov/compindx,Consumer Complaint Index
382,383,Finance,https://portland-webworks.atlassian.net/browse/MDCI-256,Client Review,DCI,,,https://finance.mo.gov/about/history.php,https://finance-new.mo.gov/topic/116,History of Missouri Bank Regulations
